         87054601 function calls (85851824 primitive calls) in 16.283 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 core.py:815(_DomainTan)
        1    0.000    0.000    0.000    0.000 cursor.py:326(__del__)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
        1    0.000    0.000    0.000    0.000 traceback.py:613(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 monitoring.py:987(ConnectionClosedEvent)
        1    0.000    0.000    0.000    0.000 zipfile.py:1995(PyZipFile)
        6    0.000    0.000    0.000    0.000 name.py:102(__init__)
        1    0.000    0.000    0.000    0.000 md.py:156(SuspiciousDuplicateAccentPlugin)
        1    0.000    0.000    0.000    0.000 client_session.py:187(__init__)
        1    0.000    0.000    0.000    0.000 core.py:833(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 op.py:36(OpChain)
        1    0.000    0.000    0.000    0.000 read_preferences.py:460(_AggWritePref)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:89(ColumnBuffers)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 multi.py:111(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 objectid.py:41(_random_bytes)
        3    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 online.py:90(EWMMeanState)
        1    0.000    0.000    0.000    0.000 integer.py:194(UInt16Dtype)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1278(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 index_tricks.py:259(OGridClass)
        4    0.000    0.000    0.000    0.000 six.py:236(exec_module)
        4    0.000    0.000    0.000    0.000 calendar.py:55(<lambda>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1341(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 pytables.py:2780(<dictcomp>)
        1    0.000    0.000    0.000    0.000 request.py:1050(HTTPBasicAuthHandler)
        5    0.000    0.000    0.000    0.000 datetime.py:545(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 calendar.py:156(__init__)
        2    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _json.py:1272(FrameParser)
        1    0.000    0.000    0.000    0.000 pytables.py:4674(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 threading.py:498(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 monitor.py:338(_RttMonitor)
        1    0.000    0.000    0.000    0.000 typing.py:1559(__ror__)
        1    0.000    0.000    0.000    0.000 _adapters.py:7(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 ops.py:595(MathCall)
        1    0.000    0.000    0.000    0.000 cookies.py:103(MockResponse)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 tsig.py:322(Key)
        1    0.000    0.000    0.000    0.000 indexing.py:2361(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1222(IntegerFormat)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 collation.py:24(CollationStrength)
        1    0.000    0.000    0.000    0.000 chainmap.py:12(DeepChainMap)
        1    0.000    0.000    0.000    0.000 index_tricks.py:711(IndexExpression)
        1    0.000    0.000    0.000    0.000 contexts.py:216(RNGContext)
        1    0.000    0.000    0.000    0.000 server.py:217(get_socket)
        1    0.000    0.000    0.000    0.000 _adapters.py:20(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 _factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 __init__.py:399(PyDLL)
        1    0.000    0.000    0.000    0.000 integer.py:201(UInt32Dtype)
        1    0.000    0.000    0.000    0.000 _endian.py:48(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _json.py:257(FrameWriter)
        1    0.000    0.000    0.000    0.000 operations.py:255(_UpdateOp)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        1    0.000    0.000    0.000    0.000 hashes.py:240(BLAKE2s)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        2    0.000    0.000    0.000    0.000 read_concern.py:34(__init__)
        2    0.000    0.000    0.000    0.000 hello.py:161(logical_session_timeout_minutes)
        1    0.000    0.000    0.000    0.000 describe.py:131(SeriesDescriber)
        2    0.000    0.000    0.000    0.000 pool.py:875(validate_session)
        1    0.000    0.000    0.000    0.000 extras.py:264(_fromnxfunction_single)
        5    0.000    0.000    0.000    0.000 pool.py:432(connect_timeout)
        1    0.000    0.000    0.000    0.000 threading.py:1421(_DummyThread)
        1    0.000    0.000    0.000    0.000 parquet.py:262(FastParquetImpl)
        1    0.000    0.000    0.000    0.000 _oid.py:174(SubjectInformationAccessOID)
        1    0.000    0.000    0.000    0.000 _json.py:1224(SeriesParser)
        1    0.000    0.000    0.000    0.000 pytables.py:92(Constant)
        1    0.000    0.000    0.000    0.000 request.py:791(ProxyHandler)
        1    0.000    0.000    0.000    0.000 python_parser.py:1159(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 ssl.py:170(_TLSContentType)
        1    0.000    0.000    0.000    0.000 bulk.py:63(_Run)
        1    0.000    0.000    0.000    0.000 tarfile.py:570(_StreamProxy)
        1    0.000    0.000    0.000    0.000 client_session.py:849(_advance_cluster_time)
        1    0.000    0.000    0.000    0.000 index_tricks.py:429(RClass)
        1    0.000    0.000    0.000    0.000 base.py:143(InvalidVersion)
        1    0.000    0.000    0.000    0.000 apply.py:1198(ResamplerWindowApply)
        2    0.000    0.000    0.000    0.000 read_preferences.py:140(mode)
        1    0.000    0.000    0.000    0.000 errors.py:156(ServerSelectionTimeoutError)
        1    0.000    0.000    0.000    0.000 monitoring.py:1252(_ServerHeartbeatEvent)
        1    0.000    0.000    0.000    0.000 modes.py:163(OFB)
        1    0.000    0.000    0.000    0.000 pathlib.py:422(_PathParents)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        6    0.000    0.000    0.000    0.000 read_preferences.py:85(_validate_hedge)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1859(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 __init__.py:711(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 serial.py:1(<module>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:755(__init__)
        1    0.000    0.000    0.000    0.000 core.py:870(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 md.py:245(SuperWeirdWordPlugin)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 base.py:40(AttributeNotFound)
        1    0.000    0.000    0.000    0.000 errors.py:235(ExecutionTimeout)
        1    0.000    0.000    0.000    0.000 socks.py:75(SOCKSConnection)
        1    0.000    0.000    0.000    0.000 base.py:62(AEADEncryptionContext)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
        1    0.000    0.000    0.000    0.000 __init__.py:240(c_char_p)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 request.py:624(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 _typing.py:234(ReadPickleBuffer)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 md.py:193(SuspiciousRange)
        1    0.000    0.000    0.000    0.000 hashes.py:198(SHAKE256)
        1    0.000    0.000    0.000    0.000 hooks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:261(_AEADEncryptionContext)
        1    0.000    0.000    0.000    0.000 models.py:230(Request)
        1    0.000    0.000    0.000    0.000 threading.py:1370(Timer)
        3    0.000    0.000    0.000    0.000 ssh.py:378(__init__)
        1    0.000    0.000    0.000    0.000 monitoring.py:218(CommandListener)
        1    0.000    0.000    0.000    0.000 _typing.py:218(ReadBuffer)
        1    0.000    0.000    0.000    0.000 client_session.py:1010(_EmptyServerSession)
        1    0.000    0.000    0.000    0.000 mongo_client.py:723(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:854(_DomainGreater)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 core.py:2384(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1383(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 objectid.py:284(__hash__)
        1    0.000    0.000    0.000    0.000 client_options.py:34(_parse_credentials)
        1    0.000    0.000    0.000    0.000 core.py:886(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 client.py:1481(IncompleteRead)
        1    0.000    0.000    0.000    0.000 integer.py:62(IntegerArray)
        1    0.000    0.000    0.000    0.000 pool.py:963(__hash__)
        1    0.000    0.000    0.000    0.000 __init__.py:372(_CountryNameDict)
        1    0.000    0.000    0.000    0.000 __init__.py:129(InvalidVersion)
        1    0.000    0.000    0.000    0.000 extras.py:320(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 __init__.py:790(Filterer)
        3    0.000    0.000    0.000    0.000 enum.py:1221(name)
        1    0.000    0.000    0.000    0.000 errors.py:112(NetworkTimeout)
        1    0.000    0.000    0.000    0.000 parquet.py:146(PyArrowImpl)
        3    0.000    0.000    0.000    0.000 client_session.py:224(snapshot)
        1    0.000    0.000    0.000    0.000 _parser.py:1378(_attr)
        1    0.000    0.000    0.000    0.000 patterns.py:36(Visitable)
        1    0.000    0.000    0.000    0.000 __init__.py:440(_make)
        1    0.000    0.000    0.000    0.000 format.py:1620(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 auth_aws.py:47(_AwsSaslContext)
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 exceptions.py:11(Error)
        1    0.000    0.000    0.000    0.000 function.py:43(CompatValidator)
        1    0.000    0.000    0.000    0.000 mongo_client.py:2143(handle)
        1    0.000    0.000    0.000    0.000 parse.py:182(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 hello.py:180(last_write_date)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:106(CategoricalDescription)
        1    0.000    0.000    0.000    0.000 __init__.py:169(c_ushort)
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 utils.py:60(_DeprecatedValue)
        1    0.000    0.000    0.000    0.000 _iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 name.py:157(IDNA2008Codec)
        1    0.000    0.000    0.000    0.000 sql.py:1256(PandasSQL)
        1    0.000    0.000    0.000    0.000 _tzpath.py:170(InvalidTZPathWarning)
        1    0.000    0.000    0.000    0.000 _typing.py:239(WriteExcelBuffer)
        1    0.000    0.000    0.000    0.000 base.py:15(OutputKey)
        1    0.000    0.000    0.000    0.000 _parser.py:1608(UnknownTimezoneWarning)
        1    0.000    0.000    0.000    0.000 parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 pytables.py:329(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 algorithms.py:51(AES256)
        1    0.000    0.000    0.000    0.000 subprocess.py:123(SubprocessError)
        1    0.000    0.000    0.000    0.000 index_tricks.py:531(CClass)
        1    0.000    0.000    0.000    0.000 base.py:53(AEADDecryptionContext)
        1    0.000    0.000    0.000    0.000 readers.py:485(_DeprecationConfig)
        1    0.000    0.000    0.000    0.000 polyutils.py:43(RankWarning)
        1    0.000    0.000    0.000    0.000 python_parser.py:1277(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1235(BoolFormat)
        1    0.000    0.000    0.000    0.000 six.py:127(_LazyModule)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 auth.py:514(_ScramContext)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 {method 'tobytes' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 info.py:688(SeriesInfoPrinter)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 rdataclass.py:55(UnknownRdataclass)
        3    0.000    0.000    0.000    0.000 pool.py:449(_ssl_context)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        2    0.000    0.000    0.000    0.000 client_session.py:1105(_clear_stale)
        2    0.000    0.000    0.000    0.000 calendar.py:76(__init__)
        1    0.000    0.000    0.000    0.000 client_session.py:346(_TransactionContext)
        1    0.000    0.000    0.000    0.000 response.py:41(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 message.py:538(_RawBatchQuery)
        1    0.000    0.000    0.000    0.000 six.py:174(__init__)
        3    0.000    0.000    0.000    0.000 client_options.py:266(timeout)
        1    0.000    0.000    0.000    0.000 blocks.py:2074(CategoricalBlock)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:12(is_appengine_sandbox)
        1    0.000    0.000    0.000    0.000 format.py:1838(Timedelta64Formatter)
        2    0.000    0.000    0.000    0.000 core.py:876(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1531(FTPHandler)
        1    0.000    0.000    0.000    0.000 core.py:83(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 readers.py:15(FileReader)
        1    0.000    0.000    0.000    0.000 monitoring.py:381(ServerHeartbeatListener)
        1    0.000    0.000    0.000    0.000 apply.py:1172(GroupByApply)
        1    0.000    0.000    0.000    0.000 expr.py:775(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 integer.py:173(Int32Dtype)
        1    0.000    0.000    0.000    0.000 engines.py:125(PythonEngine)
        1    0.000    0.000    0.000    0.000 merge.py:1707(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 __version__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:71(Truncated)
        1    0.000    0.000    0.000    0.000 request.py:1226(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 _serialization.py:62(BestAvailableEncryption)
        1    0.000    0.000    0.000    0.000 change_stream.py:448(DatabaseChangeStream)
        1    0.000    0.000    0.000    0.000 collection.py:93(ReturnDocument)
        1    0.000    0.000    0.000    0.000 compression_support.py:115(ZlibContext)
        1    0.000    0.000    0.000    0.000 dataclasses.py:847(<listcomp>)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        2    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 dataclasses.py:306(__set_name__)
        1    0.000    0.000    0.000    0.000 accessor.py:154(CachedAccessor)
        1    0.000    0.000    0.000    0.000 monitoring.py:879(ConnectionClosedReason)
        1    0.000    0.000    0.000    0.000 auth_aws.py:24(AwsSaslContext)
        1    0.000    0.000    0.000    0.000 format.py:1331(GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 client_session.py:363(_TxnState)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 monitoring.py:900(ConnectionCheckOutFailedReason)
        1    0.000    0.000    0.000    0.000 _common.py:163(ZoneInfoNotFoundError)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1979(MozillaCookieJar)
        1    0.000    0.000    0.000    0.000 monitoring.py:415(TopologyListener)
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 printing.py:507(PrettyDict)
        1    0.000    0.000    0.000    0.000 response.py:129(MultiDecoder)
        1    0.000    0.000    0.000    0.000 extensions.py:86(DuplicateExtension)
        1    0.000    0.000    0.000    0.000 numeric.py:60(ComplexWarning)
        1    0.000    0.000    0.000    0.000 modes.py:191(CFB8)
        2    0.000    0.000    0.000    0.000 inspect.py:292(isclass)
        1    0.000    0.000    0.000    0.000 integer.py:187(UInt8Dtype)
        1    0.000    0.000    0.000    0.000 retry.py:301(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1786(RootLogger)
        1    0.000    0.000    0.000    0.000 rdata.py:747(RdatatypeExists)
        1    0.000    0.000    0.000    0.000 idna.py:253(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 blocks.py:1996(DatetimeLikeBlock)
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 typing.py:1628(copy_with)
        4    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 monitor.py:283(SrvMonitor)
        1    0.000    0.000    0.000    0.000 socks.py:214(_BaseSocket)
        1    0.000    0.000    0.000    0.000 base.py:149(NoNewAttributesMixin)
        2    0.000    0.000    0.000    0.000 settings.py:108(server_selection_timeout)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 core.py:147(MAError)
        1    0.000    0.000    0.000    0.000 _pep440.py:129(InvalidVersion)
        2    0.000    0.000    0.000    0.000 pool.py:367(_credentials)
        1    0.000    0.000    0.000    0.000 parse.py:212(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 hashes.py:114(SHA1)
        1    0.000    0.000    0.000    0.000 accessor.py:26(BaseAccessor)
        1    0.000    0.000    0.000    0.000 extras.py:282(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 grange.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:826(SubclassedCategorical)
        1    0.000    0.000    0.000    0.000 indexing.py:87(_IndexSlice)
        1    0.000    0.000    0.000    0.000 models.py:206(RequestHooksMixin)
        1    0.000    0.000    0.000    0.000 pool.py:566(set_socket_timeout)
        1    0.000    0.000    0.000    0.000 __init__.py:165(c_short)
        1    0.000    0.000    0.000    0.000 exceptions.py:245(IncompleteRead)
        1    0.000    0.000    0.000    0.000 cookies.py:600(SimpleCookie)
        1    0.000    0.000    0.000    0.000 integer.py:208(UInt64Dtype)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:21(CertificateError)
        2    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 algorithms.py:1291(SelectNSeries)
        1    0.000    0.000    0.000    0.000 auth.py:69(AuthBase)
        1    0.000    0.000    0.000    0.000 calendar.py:594(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 info.py:838(DataFrameTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 cast.py:2100(LossySetitemError)
        1    0.000    0.000    0.000    0.000 __init__.py:183(AbstractMethodError)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 read_preferences.py:354(__init__)
        3    0.000    0.000    0.000    0.000 topology_description.py:149(check_compatible)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:797(is_package)
        1    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
        1    0.000    0.000    0.000    0.000 gzip.py:117(BadGzipFile)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:201(Unpickler)
        1    0.000    0.000    0.000    0.000 read_preferences.py:398(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:2271(FastLookup)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 socks.py:57(ProxyError)
        3    0.000    0.000    0.000    0.000 server_description.py:113(server_type)
        1    0.000    0.000    0.000    0.000 cursor.py:926(__set_hint)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 pathlib.py:300(_Selector)
        1    0.000    0.000    0.000    0.000 parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 _internal.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 read_preferences.py:445(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:548(different_locale)
        1    0.000    0.000    0.000    0.000 stata.py:789(StataNonCatValueLabel)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 <string>:4(cy_wrap)
        1    0.000    0.000    0.000    0.000 exception.py:131(ExceptionWrapper)
        1    0.000    0.000    0.000    0.000 calendar.py:26(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 nanops.py:106(bottleneck_switch)
        1    0.000    0.000    0.000    0.000 exceptions.py:20(PoolError)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 errors.py:263(WTimeoutError)
        1    0.000    0.000    0.000    0.000 config.py:104(OptionError)
        3    0.000    0.000    0.000    0.000 pool.py:437(socket_timeout)
        1    0.000    0.000    0.000    0.000 multi.py:150(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 message.py:1195(EmailMessage)
        1    0.000    0.000    0.000    0.000 __init__.py:340(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 message.py:111(MessageError)
        2    0.000    0.000    0.000    0.000 hello.py:165(is_writable)
        1    0.000    0.000    0.000    0.000 _endian.py:55(BigEndianUnion)
        1    0.000    0.000    0.000    0.000 pathlib.py:834(PurePosixPath)
        1    0.000    0.000    0.000    0.000 exception.py:125(Timeout)
        1    0.000    0.000    0.000    0.000 errors.py:249(WriteConcernError)
        1    0.000    0.000    0.000    0.000 common.py:508(validate_is_mapping)
        1    0.000    0.000    0.000    0.000 name.py:92(IDNAException)
        5    0.000    0.000    0.000    0.000 platform.py:770(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 arrayprint.py:1336(TimedeltaFormat)
        3    0.000    0.000    0.000    0.000 settings.py:88(pool_class)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 exceptions.py:50(ProxyError)
        1    0.000    0.000    0.000    0.000 __init__.py:753(Filter)
        1    0.000    0.000    0.000    0.000 extras.py:295(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 integer.py:180(Int64Dtype)
        1    0.000    0.000    0.000    0.000 __init__.py:223(c_ubyte)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 aggregation.py:203(_CollectionRawAggregationCommand)
        1    0.000    0.000    0.000    0.000 collation.py:46(CollationAlternate)
        1    0.000    0.000    0.000    0.000 engines.py:108(NumExprEngine)
        1    0.000    0.000    0.000    0.000 errors.py:64(ProtocolError)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:28(is_prod_appengine)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 rcode.py:76(UnknownRcode)
        1    0.000    0.000    0.000    0.000 query.py:86(UnexpectedSource)
        1    0.000    0.000    0.000    0.000 common.py:1073(_BytesIOWrapper)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        1    0.000    0.000    0.000    0.000 hello.py:217(hello_ok)
        1    0.000    0.000    0.000    0.000 six.py:340(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 compression_support.py:91(CompressionSettings)
        1    0.000    0.000    0.000    0.000 readers.py:107(NamespaceReader)
        1    0.000    0.000    0.000    0.000 __init__.py:1323(disable)
        1    0.000    0.000    0.000    0.000 pytables.py:627(TermValue)
        1    0.000    0.000    0.000    0.000 resolver.py:206(NoResolverConfiguration)
        1    0.000    0.000    0.000    0.000 indexing.py:246(GroupByPositionalSelector)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(InvalidJSONError)
        1    0.000    0.000    0.000    0.000 extensions.py:92(ExtensionNotFound)
        1    0.000    0.000    0.000    0.000 client.py:176(HTTPMessage)
        1    0.000    0.000    0.000    0.000 hello.py:184(compressors)
        1    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
        3    0.000    0.000    0.000    0.000 database.py:148(name)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 client_options.py:284(auto_encryption_opts)
        1    0.000    0.000    0.000    0.000 client_session.py:513(_check_ended)
        1    0.000    0.000    0.000    0.000 monitoring.py:448(ServerListener)
        1    0.000    0.000    0.000    0.000 ops.py:611(FuncNode)
        1    0.000    0.000    0.000    0.000 request.py:1244(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 rdatatype.py:132(UnknownRdatatype)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 topology_description.py:158(has_server)
        1    0.000    0.000    0.000    0.000 change_stream.py:466(ClusterChangeStream)
        1    0.000    0.000    0.000    0.000 tarfile.py:704(ExFileObject)
        1    0.000    0.000    0.000    0.000 expressions.py:42(set_use_numexpr)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1774(LoadError)
        1    0.000    0.000    0.000    0.000 pytables.py:383(JointConditionBinOp)
        1    0.000    0.000    0.000    0.000 stata.py:955(StataParser)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:359(_unspecified)
        1    0.000    0.000    0.000    0.000 core.py:12(IDNAError)
        1    0.000    0.000    0.000    0.000 legacy.py:48(CharsetNormalizerMatch)
        1    0.000    0.000    0.000    0.000 ops.py:1342(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:429(ConverterLockError)
        2    0.000    0.000    0.000    0.000 _adapters.py:25(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:342(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 calendar.py:33(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 message.py:44(ShortHeader)
        1    0.000    0.000    0.000    0.000 compression_support.py:92(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:32(RequestError)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 request.py:1061(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 message.py:550(_RawBatchGetMore)
        1    0.000    0.000    0.000    0.000 dtypes.py:114(CategoricalDtypeType)
        1    0.000    0.000    0.000    0.000 auth.py:99(HTTPProxyAuth)
        1    0.000    0.000    0.000    0.000 sql.py:1304(SQLAlchemyEngine)
        1    0.000    0.000    0.000    0.000 xfr.py:27(TransferError)
        3    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 frequencies.py:470(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
